artistID,name,song_title,genre,Stt
43,Bùi Ngọc Linh,Hoa Lạ (652),Rap,ID_43
44,Nguyễn Ngọc Hương,Đường Quên (961),Ballad,ID_44
45,Bùi Đức Tuấn,Biển Lạ (896),Indie,ID_45
46,Lê Ngọc Tuấn,Mưa Thương (367),R&B,ID_46
47,Dương Tuấn Tâm,Phố Thương (528),Ballad,ID_47
48,Bùi Quang Quân,Lời Yêu Sầu (803),Lo-fi,ID_48
49,Hồ Hữu Hà,Lời Yêu Đau (721),Rap,ID_49
50,Nguyễn Tuấn Nam,Trăng Xa (512),Pop,ID_50
51,Lê Phương Linh,Nắng Say (158),Ballad,ID_51
52,Trương Minh Mai,Giấc Mơ Buồn (717),Pop,ID_52
53,Đặng Phương Quân,Biển Xa (294),Bolero,ID_53
54,Đặng Minh Sơn,Mưa Lặng (665),Lo-fi,ID_54
55,Lý Hữu Lan,Đường Mơ (824),Lo-fi,ID_55
56,Đặng Xuân Sơn,Đường Quên (510),Rock,ID_56
57,Ngô Đức Hạnh,Gió Sầu (223),Rap,ID_57
58,Lê Xuân Hà,Phố Đau (550),Pop,ID_58
59,Nguyễn Đức Hương,Lời Yêu Nhớ (501),Rock,ID_59
60,Phan Ngọc Phúc,Kỷ Niệm Sầu (997),Lo-fi,ID_60
61,Ngô Hữu Mai,Trăng Lạ (903),Dance,ID_61
62,Hồ Thị Huy,Biển Đau (283),Rap,ID_62
63,Đỗ Văn Dũng,Biển Nhớ (688),Bolero,ID_63
64,Bùi Hữu Quân,Đường Xa (539),Jazz,ID_64
65,Dương Hữu Nam,Nắng Rơi (314),Ballad,ID_65
66,Hoàng Anh Phi,Đường Say (250),Indie,ID_66
67,Lý Đức Huy,Đường Đau (814),R&B,ID_67
68,Lý Quang Trang,Nắng Vui (139),R&B,ID_68
69,Ngô Đức Dũng,Mây Đau (853),Ballad,ID_69
70,Đặng Tuấn Sơn,Biển Rơi (400),R&B,ID_70
71,Ngô Văn Mai,Biển Lặng (753),Jazz,ID_71
72,Trương Tuấn Sơn,Gió Rơi (843),Jazz,ID_72
73,Trần Hữu Cường,Lời Yêu Say (118),R&B,ID_73
74,Phạm Hữu Phi,Đường Quên (290),Jazz,ID_74
75,Nguyễn Quang Nam,Mây Rơi (820),Jazz,ID_75
76,Trương Khánh Cường,Phố Buồn (987),Jazz,ID_76
77,Phạm Bảo Linh,Trăng Xa (828),Pop,ID_77
78,Ngô Thị Mai,Mây Lạ (614),Indie,ID_78
79,Đỗ Văn Quân,Kỷ Niệm Vui (240),Dance,ID_79
80,Đỗ Đức Dũng,Tình Quên (801),Rock,ID_80
81,Đặng Minh Sơn,Đường Rơi (426),Rap,ID_81
82,Phan Đức Dũng,Biển Lặng (299),Jazz,ID_82
83,Bùi Anh Hương,Hoa Buồn (611),Jazz,ID_83
84,Phạm Minh Linh,Trăng Đau (712),R&B,ID_84
85,Trương Ngọc Đông,Biển Say (254),Indie,ID_85
86,Trần Phương Mai,Tình Rơi (241),Pop,ID_86
87,Phan Hữu Hạnh,Trăng Thương (778),Jazz,ID_87
88,Lý Văn Dũng,Tình Sầu (460),Ballad,ID_88
89,Hoàng Văn Sơn,Giấc Mơ Rơi (778),Jazz,ID_89
90,Hồ Anh Linh,Đường Quên (117),Indie,ID_90
91,Vũ Tuấn Hạnh,Hoa Quên (887),Jazz,ID_91
92,Phan Anh Tuấn,Trăng Say (747),Indie,ID_92
93,Trần Phương Phi,Lời Yêu Nhớ (196),Bolero,ID_93
94,Bùi Đức Trang,Lời Yêu Mơ (887),R&B,ID_94
95,Đỗ Quang Linh,Giấc Mơ Quên (100),Bolero,ID_95
96,Nguyễn Quang Tuấn,Mây Lạ (103),Bolero,ID_96
97,Hoàng Khánh Huy,Hoa Đau (949),Lo-fi,ID_97
98,Đặng Ngọc Sơn,Lời Yêu Say (803),Indie,ID_98
99,Vũ Bảo Huy,Biển Buồn (971),Indie,ID_99
100,Hồ Bảo Tâm,Tình Xa (188),Ballad,ID_100
101,Ngô Thị Tuấn,Nắng Thương (405),Rap,ID_101
102,Phạm Khánh Phúc,Phố Say (615),Dance,ID_102
103,Trương Bảo Tâm,Đường Lạ (854),Ballad,ID_103
104,Dương Hữu Quân,Nắng Buồn (613),Pop,ID_104
105,Phan Xuân Phúc,Đường Mơ (527),Jazz,ID_105
106,Đỗ Khánh Dũng,Đường Buồn (538),R&B,ID_106
107,Trương Minh Dũng,Đường Nhớ (796),Lo-fi,ID_107
108,Hoàng Phương Đông,Hoa Buồn (637),Jazz,ID_108
109,Trần Hữu Phi,Biển Say (558),R&B,ID_109
110,Bùi Phương Nam,Giấc Mơ Lặng (946),Lo-fi,ID_110
111,Lê Xuân Quân,Nắng Đau (112),Rap,ID_111
112,Dương Minh Phi,Mưa Thương (474),Jazz,ID_112
113,Phan Tuấn Dũng,Hoa Xa (356),Indie,ID_113
114,Hoàng Anh Mai,Hoa Sầu (837),Indie,ID_114
115,Dương Văn Linh,Đường Lặng (663),Pop,ID_115
116,Đặng Anh Quân,Gió Say (901),Jazz,ID_116
117,Lý Hữu Tâm,Mưa Say (151),Pop,ID_117
118,Trương Xuân Dũng,Trăng Đau (709),R&B,ID_118
119,Vũ Phương Cường,Nắng Thương (531),Bolero,ID_119
120,Lê Thị Quân,Trăng Thương (703),Indie,ID_120
121,Lý Tuấn Trang,Lời Yêu Lặng (827),Lo-fi,ID_121
122,Đặng Anh Sơn,Phố Sầu (609),Jazz,ID_122
123,Phan Xuân Phi,Biển Xa (314),Ballad,ID_123
124,Lý Phương Cường,Nắng Thương (221),Rap,ID_124
125,Phạm Phương Đông,Mây Xa (125),Indie,ID_125
126,Hoàng Phương Dũng,Kỷ Niệm Xa (942),Jazz,ID_126
127,Hoàng Quang Tâm,Kỷ Niệm Rơi (115),Ballad,ID_127
128,Ngô Thị Dũng,Đường Quên (458),Lo-fi,ID_128
129,Nguyễn Ngọc Tuấn,Mây Lạ (232),R&B,ID_129
130,Bùi Thị Quân,Trăng Vui (977),Pop,ID_130
131,Phạm Ngọc Hạnh,Mây Lặng (107),Ballad,ID_131
132,Nguyễn Minh Mai,Biển Nhớ (826),Pop,ID_132
133,Dương Phương Linh,Đường Nhớ (508),Pop,ID_133
134,Đỗ Phương Đông,Hoa Lặng (455),Jazz,ID_134
135,Vũ Minh Phi,Giấc Mơ Vui (831),Lo-fi,ID_135
136,Phạm Anh Sơn,Kỷ Niệm Rơi (668),Ballad,ID_136
137,Phan Khánh Đông,Hoa Lạ (685),Ballad,ID_137
138,Hoàng Bảo Lan,Lời Yêu Mơ (793),Rock,ID_138
139,Ngô Anh Cường,Nắng Xa (944),Bolero,ID_139
140,Lý Văn Trang,Mây Thương (544),Pop,ID_140
141,Lê Phương Dũng,Gió Lạ (773),Lo-fi,ID_141
142,Lý Anh Quân,Nắng Say (530),Indie,ID_142
143,Lý Minh Lan,Giấc Mơ Đau (316),Ballad,ID_143
144,Hoàng Phương Lan,Gió Rơi (247),Dance,ID_144
145,Trương Khánh Hạnh,Mây Nhớ (697),Rap,ID_145
146,Phan Anh Mai,Trăng Xa (711),Pop,ID_146
147,Trần Hữu Huy,Biển Lạ (680),Dance,ID_147
148,Hoàng Văn Tâm,Nắng Thương (628),Rap,ID_148
149,Đỗ Thị Mai,Trăng Đau (344),Pop,ID_149
150,Phan Thị Phúc,Kỷ Niệm Thương (822),Lo-fi,ID_150
151,Nguyễn Minh Hà,Hoa Buồn (191),Rap,ID_151
152,Đỗ Thị Hà,Biển Lặng (547),R&B,ID_152
153,Bùi Bảo Tuấn,Giấc Mơ Vui (655),Ballad,ID_153
154,Hoàng Ngọc Phúc,Gió Vui (573),R&B,ID_154
155,Hồ Thị Mai,Tình Nhớ (952),Indie,ID_155
156,Trần Xuân Quân,Phố Lạ (267),Jazz,ID_156
157,Trương Anh Tâm,Tình Lặng (867),Jazz,ID_157
158,Hồ Minh Hà,Lời Yêu Quên (971),Lo-fi,ID_158
159,Bùi Văn Tâm,Kỷ Niệm Lặng (194),Ballad,ID_159
160,Lê Tuấn Sơn,Đường Rơi (900),Rock,ID_160
161,Phạm Ngọc Sơn,Lời Yêu Say (253),R&B,ID_161
162,Dương Xuân Quân,Phố Buồn (708),Dance,ID_162
163,Ngô Anh Sơn,Mây Say (668),Lo-fi,ID_163
164,Đỗ Khánh Linh,Biển Đau (442),Indie,ID_164
165,Ngô Thị Hạnh,Hoa Vui (592),Indie,ID_165
166,Phan Khánh Huy,Nắng Sầu (369),Dance,ID_166
167,Bùi Bảo Hà,Phố Đau (237),Bolero,ID_167
168,Dương Văn Hương,Mây Xa (185),Dance,ID_168
169,Trần Phương Phi,Nắng Quên (823),Indie,ID_169
170,Bùi Khánh Linh,Trăng Lạ (623),Lo-fi,ID_170
171,Hoàng Khánh Sơn,Trăng Buồn (772),Ballad,ID_171
172,Trần Hữu Tâm,Lời Yêu Thương (431),Rock,ID_172
173,Trần Thị Trang,Phố Nhớ (143),Jazz,ID_173
174,Đặng Hữu Cường,Hoa Nhớ (682),Rap,ID_174
175,Ngô Xuân Phi,Tình Rơi (435),R&B,ID_175
176,Đỗ Tuấn Hà,Kỷ Niệm Say (979),Rock,ID_176
177,Lý Anh Huy,Trăng Lặng (639),Rap,ID_177
178,Hoàng Đức Cường,Hoa Nhớ (762),Pop,ID_178
179,Đỗ Văn Đông,Biển Rơi (605),Pop,ID_179
180,Hồ Xuân Đông,Mây Thương (754),Pop,ID_180
181,Trương Ngọc Tuấn,Kỷ Niệm Buồn (453),R&B,ID_181
182,Trần Bảo Lan,Nắng Đau (913),Pop,ID_182
183,Nguyễn Phương Huy,Trăng Lạ (531),Dance,ID_183
184,Đặng Anh Phi,Kỷ Niệm Lạ (249),Dance,ID_184
185,Vũ Phương Hạnh,Mây Buồn (603),Rap,ID_185
186,Đỗ Ngọc Đông,Nắng Thương (870),Bolero,ID_186
187,Hoàng Quang Phi,Phố Buồn (638),Rap,ID_187
188,Vũ Xuân Sơn,Giấc Mơ Lạ (784),Dance,ID_188
189,Lê Quang Phúc,Tình Buồn (303),Rock,ID_189
190,Trương Bảo Tâm,Lời Yêu Vui (642),Pop,ID_190
191,Trương Ngọc Hà,Tình Đau (224),Ballad,ID_191
192,Vũ Anh Trang,Trăng Sầu (748),Rock,ID_192
193,Ngô Hữu Đông,Tình Quên (358),Jazz,ID_193
194,Phạm Hữu Trang,Lời Yêu Lạ (519),Lo-fi,ID_194
195,Lê Khánh Đông,Lời Yêu Nhớ (537),Rap,ID_195
196,Vũ Ngọc Hạnh,Mưa Xa (741),Rap,ID_196
197,Đặng Bảo Mai,Tình Sầu (930),Indie,ID_197
198,Dương Minh Tuấn,Đường Lặng (848),R&B,ID_198
199,Đỗ Văn Phi,Kỷ Niệm Đau (166),Jazz,ID_199
200,Hoàng Anh Hà,Biển Quên (394),Bolero,ID_200
201,Đỗ Văn Đông,Mây Say (159),Rap,ID_201
202,Lý Tuấn Tuấn,Hoa Mơ (480),R&B,ID_202
203,Dương Xuân Huy,Tình Mơ (732),Bolero,ID_203
204,Vũ Văn Mai,Gió Sầu (240),Rock,ID_204
205,Trương Khánh Linh,Phố Buồn (284),Rock,ID_205
206,Phạm Hữu Sơn,Mây Rơi (266),Pop,ID_206
207,Phạm Khánh Dũng,Biển Đau (468),Indie,ID_207
208,Nguyễn Quang Mai,Gió Thương (846),Rock,ID_208
209,Hồ Bảo Phúc,Lời Yêu Buồn (509),Rock,ID_209
210,Nguyễn Thị Hương,Giấc Mơ Rơi (216),Indie,ID_210
211,Hoàng Bảo Cường,Mây Lặng (318),Jazz,ID_211
212,Đỗ Khánh Tâm,Kỷ Niệm Rơi (310),Dance,ID_212
213,Đặng Bảo Quân,Mưa Vui (562),Ballad,ID_213
214,Phạm Văn Hạnh,Lời Yêu Lặng (840),Jazz,ID_214
215,Phạm Văn Đông,Biển Lạ (643),R&B,ID_215
216,Trương Tuấn Hà,Mưa Thương (549),Bolero,ID_216
217,Phạm Thị Huy,Mưa Buồn (736),Dance,ID_217
218,Lý Bảo Đông,Giấc Mơ Sầu (745),Rap,ID_218
219,Dương Minh Trang,Phố Rơi (444),Ballad,ID_219
220,Hồ Hữu Lan,Lời Yêu Sầu (954),Lo-fi,ID_220
221,Nguyễn Quang Mai,Hoa Nhớ (311),Ballad,ID_221
222,Hồ Phương Dũng,Lời Yêu Mơ (671),Indie,ID_222
223,Hồ Khánh Dũng,Mây Buồn (830),Indie,ID_223
224,Trần Hữu Linh,Phố Xa (265),Pop,ID_224
225,Dương Anh Huy,Giấc Mơ Buồn (699),Rap,ID_225
226,Lý Anh Hà,Tình Nhớ (702),Jazz,ID_226
227,Vũ Anh Huy,Phố Say (192),Lo-fi,ID_227
228,Đỗ Tuấn Phi,Hoa Thương (608),Jazz,ID_228
229,Hồ Đức Tâm,Biển Quên (730),Rap,ID_229
230,Vũ Thị Hà,Phố Lặng (381),Pop,ID_230
231,Lý Ngọc Hạnh,Phố Nhớ (475),Rap,ID_231
232,Vũ Phương Hà,Đường Rơi (789),Dance,ID_232
233,Lê Văn Trang,Phố Sầu (800),R&B,ID_233
234,Lý Thị Dũng,Mưa Vui (864),Lo-fi,ID_234
235,Hồ Khánh Sơn,Lời Yêu Xa (742),Bolero,ID_235
236,Trương Tuấn Trang,Gió Rơi (733),Pop,ID_236
237,Hồ Minh Sơn,Nắng Thương (234),Pop,ID_237
238,Dương Ngọc Đông,Biển Xa (843),Lo-fi,ID_238
239,Đặng Hữu Phi,Biển Lạ (594),Bolero,ID_239
240,Lê Quang Mai,Phố Lạ (482),Dance,ID_240
241,Đặng Thị Mai,Đường Thương (909),Ballad,ID_241
242,Bùi Thị Quân,Đường Vui (107),Rock,ID_242
243,Hoàng Ngọc Linh,Mưa Quên (409),Ballad,ID_243
244,Dương Văn Hạnh,Lời Yêu Xa (528),R&B,ID_244
245,Hồ Đức Nam,Gió Lạ (477),Indie,ID_245
246,Đỗ Ngọc Đông,Tình Xa (845),Dance,ID_246
247,Đỗ Bảo Hạnh,Lời Yêu Mơ (671),Pop,ID_247
248,Đặng Bảo Trang,Mây Quên (470),Indie,ID_248
249,Nguyễn Tuấn Tâm,Mây Rơi (166),Bolero,ID_249
250,Đỗ Đức Hạnh,Gió Lặng (254),Ballad,ID_250
251,Dương Quang Hà,Giấc Mơ Xa (316),Rock,ID_251
252,Bùi Phương Phi,Đường Đau (718),Dance,ID_252
253,Vũ Xuân Tuấn,Tình Buồn (431),Dance,ID_253
254,Đỗ Quang Đông,Đường Đau (889),Bolero,ID_254
255,Phan Phương Tâm,Mưa Thương (368),Pop,ID_255
256,Đỗ Bảo Hương,Đường Rơi (412),Indie,ID_256
257,Vũ Tuấn Nam,Mưa Đau (784),R&B,ID_257
258,Đỗ Minh Trang,Biển Nhớ (144),R&B,ID_258
259,Trương Hữu Cường,Tình Vui (147),R&B,ID_259
260,Nguyễn Đức Phi,Đường Xa (882),Jazz,ID_260
261,Phan Văn Tuấn,Mây Xa (629),R&B,ID_261
262,Đặng Minh Quân,Đường Say (999),Lo-fi,ID_262
263,Lê Quang Cường,Tình Buồn (573),R&B,ID_263
264,Vũ Tuấn Phi,Hoa Lạ (193),Indie,ID_264
265,Vũ Anh Cường,Hoa Mơ (272),Rap,ID_265
266,Hồ Phương Quân,Nắng Quên (178),R&B,ID_266
267,Ngô Văn Hạnh,Phố Say (702),Jazz,ID_267
268,Lê Quang Tuấn,Hoa Nhớ (861),Dance,ID_268
269,Dương Bảo Sơn,Kỷ Niệm Lạ (302),Dance,ID_269
270,Nguyễn Ngọc Quân,Nắng Thương (728),Pop,ID_270
271,Hồ Thị Đông,Tình Nhớ (903),Ballad,ID_271
272,Hồ Bảo Đông,Gió Quên (889),Indie,ID_272
273,Hồ Bảo Huy,Nắng Say (104),Pop,ID_273
274,Bùi Thị Sơn,Nắng Quên (969),Dance,ID_274
275,Đặng Anh Phúc,Trăng Rơi (458),Ballad,ID_275
276,Phan Minh Dũng,Nắng Buồn (296),Ballad,ID_276
277,Nguyễn Quang Phi,Lời Yêu Nhớ (884),Pop,ID_277
278,Hồ Tuấn Phúc,Đường Mơ (575),Rock,ID_278
279,Ngô Minh Tuấn,Trăng Nhớ (144),Rock,ID_279
280,Phan Đức Linh,Lời Yêu Lặng (243),Dance,ID_280
281,Trần Thị Nam,Nắng Lặng (874),Dance,ID_281
282,Trần Văn Hạnh,Giấc Mơ Mơ (101),R&B,ID_282
283,Đặng Ngọc Linh,Trăng Đau (743),Ballad,ID_283
284,Hoàng Khánh Quân,Nắng Thương (664),Rock,ID_284
285,Lý Khánh Trang,Trăng Quên (409),Rap,ID_285
286,Bùi Minh Cường,Hoa Thương (814),Rap,ID_286
287,Đặng Khánh Tuấn,Hoa Mơ (955),Indie,ID_287
288,Trần Minh Dũng,Hoa Nhớ (705),Dance,ID_288
289,Trần Tuấn Tuấn,Gió Buồn (319),Bolero,ID_289
290,Phan Xuân Quân,Kỷ Niệm Rơi (842),Jazz,ID_290
291,Ngô Ngọc Mai,Đường Nhớ (822),R&B,ID_291
292,Phan Đức Dũng,Hoa Lặng (231),Dance,ID_292
293,Phan Hữu Phi,Phố Quên (846),Indie,ID_293
294,Dương Xuân Trang,Tình Quên (736),Rap,ID_294
295,Phạm Anh Tuấn,Mây Sầu (399),Bolero,ID_295
296,Hồ Hữu Hạnh,Mưa Sầu (120),Rap,ID_296
297,Trần Tuấn Đông,Trăng Lặng (707),Jazz,ID_297
298,Phan Quang Mai,Gió Rơi (465),Lo-fi,ID_298
299,Phạm Xuân Quân,Biển Rơi (489),Lo-fi,ID_299
300,Vũ Phương Hương,Giấc Mơ Mơ (781),Rap,ID_300
301,Nguyễn Văn Lan,Mưa Xa (562),Dance,ID_301
302,Dương Anh Phúc,Gió Thương (224),Rap,ID_302
303,Ngô Hữu Mai,Đường Vui (820),Bolero,ID_303
304,Dương Xuân Phúc,Đường Xa (125),Bolero,ID_304
305,Bùi Thị Đông,Phố Buồn (261),Indie,ID_305
306,Ngô Minh Trang,Biển Xa (348),Lo-fi,ID_306
307,Trần Văn Quân,Gió Quên (200),Pop,ID_307
308,Vũ Tuấn Huy,Trăng Say (270),Bolero,ID_308
309,Hoàng Anh Phi,Lời Yêu Say (291),R&B,ID_309
310,Phạm Xuân Tuấn,Phố Lạ (393),Ballad,ID_310
311,Dương Thị Cường,Lời Yêu Say (751),Indie,ID_311
312,Trương Đức Trang,Biển Quên (593),R&B,ID_312
313,Đặng Tuấn Sơn,Trăng Buồn (386),Jazz,ID_313
314,Lý Anh Sơn,Tình Xa (782),R&B,ID_314
315,Phan Anh Tuấn,Lời Yêu Mơ (822),R&B,ID_315
316,Dương Khánh Đông,Hoa Lạ (780),Lo-fi,ID_316
317,Lý Ngọc Đông,Mưa Rơi (859),R&B,ID_317
318,Trần Anh Nam,Gió Rơi (208),Rock,ID_318
319,Ngô Hữu Phúc,Lời Yêu Say (673),Bolero,ID_319
320,Hoàng Xuân Dũng,Biển Sầu (298),R&B,ID_320
321,Dương Phương Cường,Mây Lạ (602),Rap,ID_321
322,Ngô Hữu Dũng,Nắng Đau (654),Pop,ID_322
323,Đặng Thị Huy,Giấc Mơ Mơ (151),Rock,ID_323
324,Lê Minh Tâm,Phố Xa (858),Lo-fi,ID_324
325,Vũ Khánh Tuấn,Gió Rơi (497),Indie,ID_325
326,Trần Khánh Quân,Lời Yêu Quên (367),R&B,ID_326
327,Lý Thị Lan,Trăng Nhớ (150),R&B,ID_327
328,Bùi Tuấn Hạnh,Hoa Buồn (697),Rock,ID_328
329,Ngô Xuân Lan,Gió Thương (524),Indie,ID_329
330,Hồ Minh Phúc,Kỷ Niệm Rơi (872),Indie,ID_330
331,Hồ Thị Lan,Trăng Sầu (426),Rock,ID_331
332,Nguyễn Minh Mai,Đường Đau (214),Pop,ID_332
333,Phan Xuân Hạnh,Lời Yêu Sầu (252),Bolero,ID_333
334,Hoàng Bảo Phúc,Lời Yêu Quên (111),Pop,ID_334
335,Phạm Tuấn Dũng,Kỷ Niệm Mơ (402),Dance,ID_335
336,Trần Khánh Trang,Đường Sầu (486),Indie,ID_336
337,Trần Hữu Tuấn,Tình Buồn (676),Lo-fi,ID_337
338,Bùi Phương Phi,Phố Sầu (329),R&B,ID_338
339,Bùi Văn Tâm,Mây Lạ (865),Bolero,ID_339
340,Vũ Thị Hạnh,Mây Vui (177),Rock,ID_340
341,Phan Hữu Đông,Gió Rơi (554),Bolero,ID_341
342,Bùi Hữu Sơn,Biển Mơ (190),R&B,ID_342
343,Dương Xuân Đông,Kỷ Niệm Quên (587),Lo-fi,ID_343
344,Ngô Đức Trang,Phố Xa (961),Jazz,ID_344
345,Lê Văn Lan,Phố Lạ (997),Rock,ID_345
346,Bùi Thị Trang,Giấc Mơ Lạ (176),R&B,ID_346
347,Ngô Xuân Linh,Nắng Lạ (782),R&B,ID_347
348,Trương Minh Cường,Hoa Quên (586),Rock,ID_348
349,Trần Ngọc Trang,Gió Buồn (606),Lo-fi,ID_349
350,Đỗ Xuân Trang,Giấc Mơ Xa (562),Dance,ID_350
351,Dương Quang Tuấn,Phố Vui (471),Pop,ID_351
352,Bùi Minh Tuấn,Biển Buồn (636),Lo-fi,ID_352
353,Nguyễn Xuân Phi,Tình Nhớ (259),Lo-fi,ID_353
354,Bùi Đức Mai,Giấc Mơ Quên (885),Indie,ID_354
355,Nguyễn Ngọc Quân,Mây Say (940),Pop,ID_355
356,Vũ Văn Linh,Phố Nhớ (753),Bolero,ID_356
357,Phan Thị Huy,Hoa Rơi (627),Lo-fi,ID_357
358,Vũ Văn Quân,Lời Yêu Xa (349),Indie,ID_358
359,Trần Xuân Linh,Nắng Rơi (878),Bolero,ID_359
360,Nguyễn Tuấn Lan,Phố Quên (881),Dance,ID_360
361,Dương Văn Hương,Kỷ Niệm Say (604),Ballad,ID_361
362,Bùi Khánh Dũng,Lời Yêu Rơi (390),Rock,ID_362
363,Bùi Anh Mai,Nắng Quên (562),Bolero,ID_363
364,Lê Ngọc Hương,Mưa Rơi (414),R&B,ID_364
365,Đỗ Anh Dũng,Hoa Vui (843),Indie,ID_365
366,Hồ Đức Cường,Gió Quên (187),Lo-fi,ID_366
367,Ngô Bảo Mai,Lời Yêu Mơ (926),Indie,ID_367
368,Nguyễn Đức Hương,Giấc Mơ Lạ (604),Indie,ID_368
369,Đỗ Văn Hương,Đường Nhớ (825),Ballad,ID_369
370,Lý Quang Quân,Mưa Thương (158),Rap,ID_370
371,Hoàng Xuân Hà,Hoa Thương (427),Rap,ID_371
372,Lê Văn Dũng,Giấc Mơ Xa (955),Dance,ID_372
373,Hồ Phương Hương,Giấc Mơ Rơi (877),Jazz,ID_373
374,Đặng Hữu Phúc,Đường Thương (607),Lo-fi,ID_374
375,Lê Tuấn Hạnh,Đường Mơ (766),Jazz,ID_375
376,Phạm Thị Nam,Phố Vui (887),Jazz,ID_376
377,Lý Văn Huy,Mưa Nhớ (666),Rock,ID_377
378,Hoàng Xuân Quân,Gió Sầu (288),Bolero,ID_378
379,Hồ Hữu Linh,Trăng Say (298),Bolero,ID_379
380,Vũ Minh Tuấn,Trăng Quên (146),Pop,ID_380
381,Nguyễn Hữu Hà,Hoa Buồn (514),Ballad,ID_381
382,Dương Quang Nam,Trăng Buồn (712),Bolero,ID_382
383,Lê Quang Dũng,Giấc Mơ Rơi (844),Dance,ID_383
384,Lý Tuấn Huy,Nắng Xa (282),Bolero,ID_384
385,Hồ Phương Trang,Mưa Mơ (150),Lo-fi,ID_385
386,Hồ Quang Đông,Lời Yêu Quên (195),Dance,ID_386
387,Lý Xuân Dũng,Lời Yêu Buồn (956),Rock,ID_387
388,Trương Xuân Phúc,Biển Thương (775),Bolero,ID_388
389,Hồ Xuân Tuấn,Biển Rơi (761),Rock,ID_389
390,Trần Văn Linh,Mưa Rơi (252),Jazz,ID_390
391,Lý Khánh Linh,Lời Yêu Quên (300),Pop,ID_391
392,Hoàng Đức Tuấn,Nắng Rơi (813),Bolero,ID_392
393,Hồ Xuân Phi,Giấc Mơ Rơi (248),Dance,ID_393
394,Ngô Thị Phúc,Gió Nhớ (331),Bolero,ID_394
395,Nguyễn Phương Nam,Mưa Nhớ (546),Lo-fi,ID_395
396,Bùi Hữu Phi,Kỷ Niệm Sầu (550),Dance,ID_396
397,Lý Phương Tuấn,Trăng Mơ (623),Lo-fi,ID_397
398,Lê Khánh Hương,Phố Rơi (566),Bolero,ID_398
399,Dương Thị Nam,Mưa Quên (345),Indie,ID_399
400,Hồ Minh Trang,Trăng Vui (353),R&B,ID_400
401,Dương Tuấn Trang,Lời Yêu Thương (194),Bolero,ID_401
402,Bùi Thị Trang,Trăng Đau (189),Ballad,ID_402
403,Hoàng Xuân Trang,Đường Say (201),Pop,ID_403
404,Vũ Phương Hương,Lời Yêu Mơ (475),Pop,ID_404
405,Dương Ngọc Hương,Biển Quên (895),Ballad,ID_405
