user_id,Stt,rating,artistID,name,song_title,genre
2,ID_335,5,335,Phạm Tuấn Dũng,Kỷ Niệm Mơ (402),Dance
2,ID_242,4,242,Bùi Thị Quân,Đường Vui (107),Rock
2,ID_472,4,472,Nguyễn Văn Đông,Lời Yêu Sầu (461),Dance
2,ID_577,3,577,Ngô Thị Tuấn,Phố Thương (617),Dance
2,ID_479,4,479,Nguyễn Thị Nam,Kỷ Niệm Vui (871),Rock
2,ID_384,3,384,Lý Tuấn Huy,Nắng Xa (282),Bolero
2,ID_299,5,299,Phạm Xuân Quân,Biển Rơi (489),Lo-fi
2,ID_350,5,350,Đỗ Xuân Trang,Giấc Mơ Xa (562),Dance
2,ID_560,5,560,Hồ Tuấn Huy,Đường Sầu (227),Jazz
2,ID_141,3,141,Lê Phương Dũng,Gió Lạ (773),Lo-fi
2,ID_516,5,516,Lý Tuấn Hạnh,Kỷ Niệm Thương (309),Bolero
2,ID_317,3,317,Lý Ngọc Đông,Mưa Rơi (859),R&B
2,ID_325,5,325,Vũ Khánh Tuấn,Gió Rơi (497),Indie
2,ID_392,3,392,Hoàng Đức Tuấn,Nắng Rơi (813),Bolero
2,ID_514,5,514,Vũ Xuân Dũng,Lời Yêu Buồn (165),Lo-fi
2,ID_112,5,112,Dương Minh Phi,Mưa Thương (474),Jazz
2,ID_229,5,229,Hồ Đức Tâm,Biển Quên (730),Rap
2,ID_33,4,33,Phạm Minh Quân,Phố Lặng (864),Bolero
2,ID_582,3,582,Hoàng Đức Trang,Nắng Đau (730),Ballad
2,ID_121,4,121,Lý Tuấn Trang,Lời Yêu Lặng (827),Lo-fi
2,ID_418,4,418,Lý Phương Đông,Gió Mơ (226),Rap
3,ID_310,3,310,Phạm Xuân Tuấn,Phố Lạ (393),Ballad
3,ID_397,3,397,Lý Phương Tuấn,Trăng Mơ (623),Lo-fi
3,ID_407,4,407,Vũ Ngọc Tâm,Tình Đau (348),Indie
3,ID_370,4,370,Lý Quang Quân,Mưa Thương (158),Rap
3,ID_568,4,568,Nguyễn Đức Tâm,Giấc Mơ Mơ (464),Jazz
3,ID_538,3,538,Nguyễn Tuấn Trang,Đường Say (841),Indie
3,ID_215,4,215,Phạm Văn Đông,Biển Lạ (643),R&B
3,ID_347,3,347,Ngô Xuân Linh,Nắng Lạ (782),R&B
3,ID_150,4,150,Phan Thị Phúc,Kỷ Niệm Thương (822),Lo-fi
3,ID_197,3,197,Đặng Bảo Mai,Tình Sầu (930),Indie
3,ID_465,3,465,Lê Tuấn Nam,Mưa Quên (208),Dance
3,ID_322,4,322,Ngô Hữu Dũng,Nắng Đau (654),Pop
3,ID_237,5,237,Hồ Minh Sơn,Nắng Thương (234),Pop
3,ID_70,5,70,Đặng Tuấn Sơn,Biển Rơi (400),R&B
3,ID_519,3,519,Nguyễn Văn Phi,Mưa Nhớ (431),Indie
3,ID_193,3,193,Ngô Hữu Đông,Tình Quên (358),Jazz
3,ID_68,4,68,Lý Quang Trang,Nắng Vui (139),R&B
3,ID_206,3,206,Phạm Hữu Sơn,Mây Rơi (266),Pop
3,ID_502,5,502,Lê Khánh Phúc,Đường Đau (839),Rap
3,ID_434,3,434,Phan Minh Tâm,Mưa Mơ (437),Ballad
3,ID_30,3,30,Hồ Phương Đông,Mưa Lạ (530),Indie
3,ID_77,5,77,Phạm Bảo Linh,Trăng Xa (828),Pop
3,ID_417,3,417,Nguyễn Văn Cường,Hoa Lạ (892),Lo-fi
3,ID_101,5,101,Ngô Thị Tuấn,Nắng Thương (405),Rap
3,ID_139,3,139,Ngô Anh Cường,Nắng Xa (944),Bolero
3,ID_300,3,300,Vũ Phương Hương,Giấc Mơ Mơ (781),Rap
3,ID_47,4,47,Dương Tuấn Tâm,Phố Thương (528),Ballad
3,ID_89,3,89,Hoàng Văn Sơn,Giấc Mơ Rơi (778),Jazz
3,ID_293,5,293,Phan Hữu Phi,Phố Quên (846),Indie
3,ID_422,5,422,Lê Ngọc Phúc,Gió Mơ (389),Dance
3,ID_171,5,171,Hoàng Khánh Sơn,Trăng Buồn (772),Ballad
3,ID_588,5,588,Vũ Xuân Cường,Gió Nhớ (552),Ballad
3,ID_204,3,204,Vũ Văn Mai,Gió Sầu (240),Rock
3,ID_510,4,510,Hồ Bảo Dũng,Lời Yêu Rơi (304),R&B
3,ID_198,3,198,Dương Minh Tuấn,Đường Lặng (848),R&B
3,ID_42,4,42,Hoàng Tuấn Sơn,Mưa Buồn (909),Dance
3,ID_437,3,437,Bùi Anh Phi,Kỷ Niệm Vui (845),Rap
3,ID_201,3,201,Đỗ Văn Đông,Mây Say (159),Rap
3,ID_372,5,372,Lê Văn Dũng,Giấc Mơ Xa (955),Dance
3,ID_405,5,405,Dương Ngọc Hương,Biển Quên (895),Ballad
4,ID_80,5,80,Đỗ Đức Dũng,Tình Quên (801),Rock
4,ID_531,4,531,Lê Minh Trang,Kỷ Niệm Đau (984),Lo-fi
4,ID_401,4,401,Dương Tuấn Trang,Lời Yêu Thương (194),Bolero
4,ID_48,4,48,Bùi Quang Quân,Lời Yêu Sầu (803),Lo-fi
4,ID_461,4,461,Dương Minh Dũng,Hoa Say (500),Rap
4,ID_476,3,476,Đặng Xuân Trang,Mưa Đau (919),Dance
4,ID_367,5,367,Ngô Bảo Mai,Lời Yêu Mơ (926),Indie
4,ID_548,5,548,Ngô Quang Linh,Đường Say (623),R&B
4,ID_200,3,200,Hoàng Anh Hà,Biển Quên (394),Bolero
4,ID_201,5,201,Đỗ Văn Đông,Mây Say (159),Rap
4,ID_429,4,429,Lê Minh Dũng,Phố Vui (397),Rock
4,ID_563,4,563,Lý Ngọc Hương,Biển Đau (583),Lo-fi
4,ID_477,3,477,Lý Thị Lan,Mây Rơi (902),Dance
4,ID_127,4,127,Hoàng Quang Tâm,Kỷ Niệm Rơi (115),Ballad
4,ID_522,5,522,Trần Tuấn Huy,Phố Mơ (395),Lo-fi
4,ID_440,4,440,Vũ Hữu Cường,Mưa Thương (834),R&B
4,ID_457,3,457,Lê Bảo Đông,Tình Đau (755),Bolero
4,ID_378,4,378,Hoàng Xuân Quân,Gió Sầu (288),Bolero
4,ID_104,5,104,Dương Hữu Quân,Nắng Buồn (613),Pop
4,ID_168,3,168,Dương Văn Hương,Mây Xa (185),Dance
4,ID_258,5,258,Đỗ Minh Trang,Biển Nhớ (144),R&B
4,ID_402,3,402,Bùi Thị Trang,Trăng Đau (189),Ballad
4,ID_599,4,599,Lý Bảo Hạnh,Mây Đau (513),Ballad
4,ID_39,4,39,Trần Đức Mai,Mưa Say (265),Bolero
4,ID_423,4,423,Phan Minh Đông,Lời Yêu Lặng (151),R&B
4,ID_93,4,93,Trần Phương Phi,Lời Yêu Nhớ (196),Bolero
4,ID_216,3,216,Trương Tuấn Hà,Mưa Thương (549),Bolero
4,ID_7,4,7,Lý Anh Hương,Tình Sầu (162),Ballad
4,ID_106,3,106,Đỗ Khánh Dũng,Đường Buồn (538),R&B
4,ID_140,4,140,Lý Văn Trang,Mây Thương (544),Pop
4,ID_324,5,324,Lê Minh Tâm,Phố Xa (858),Lo-fi
4,ID_334,4,334,Hoàng Bảo Phúc,Lời Yêu Quên (111),Pop
4,ID_225,5,225,Dương Anh Huy,Giấc Mơ Buồn (699),Rap
4,ID_14,5,14,Lê Quang Sơn,Mưa Nhớ (338),Ballad
4,ID_288,5,288,Trần Minh Dũng,Hoa Nhớ (705),Dance
4,ID_505,5,505,Trương Tuấn Lan,Trăng Say (394),R&B
4,ID_365,4,365,Đỗ Anh Dũng,Hoa Vui (843),Indie
4,ID_527,4,527,Phạm Anh Hương,Phố Lạ (559),Dance
4,ID_503,4,503,Phan Hữu Đông,Lời Yêu Thương (329),Rock
4,ID_291,3,291,Ngô Ngọc Mai,Đường Nhớ (822),R&B
5,ID_359,4,359,Trần Xuân Linh,Nắng Rơi (878),Bolero
5,ID_48,4,48,Bùi Quang Quân,Lời Yêu Sầu (803),Lo-fi
5,ID_275,3,275,Đặng Anh Phúc,Trăng Rơi (458),Ballad
5,ID_537,5,537,Nguyễn Ngọc Phúc,Kỷ Niệm Lặng (925),Rock
5,ID_274,3,274,Bùi Thị Sơn,Nắng Quên (969),Dance
5,ID_194,4,194,Phạm Hữu Trang,Lời Yêu Lạ (519),Lo-fi
5,ID_214,4,214,Phạm Văn Hạnh,Lời Yêu Lặng (840),Jazz
5,ID_365,3,365,Đỗ Anh Dũng,Hoa Vui (843),Indie
5,ID_55,5,55,Lý Hữu Lan,Đường Mơ (824),Lo-fi
5,ID_127,3,127,Hoàng Quang Tâm,Kỷ Niệm Rơi (115),Ballad
5,ID_12,4,12,Lê Ngọc Dũng,Gió Xa (928),Rap
5,ID_584,4,584,Trần Xuân Quân,Biển Rơi (741),Lo-fi
5,ID_379,3,379,Hồ Hữu Linh,Trăng Say (298),Bolero
5,ID_294,4,294,Dương Xuân Trang,Tình Quên (736),Rap
5,ID_483,4,483,Phạm Anh Dũng,Nắng Quên (184),R&B
5,ID_600,4,600,Đặng Khánh Hạnh,Đường Nhớ (376),Pop
5,ID_566,5,566,Lê Tuấn Hà,Kỷ Niệm Đau (244),Dance
5,ID_143,5,143,Lý Minh Lan,Giấc Mơ Đau (316),Ballad
5,ID_497,4,497,Trương Quang Phúc,Gió Rơi (627),Ballad
5,ID_474,3,474,Đỗ Hữu Đông,Đường Nhớ (882),Rap
5,ID_386,5,386,Hồ Quang Đông,Lời Yêu Quên (195),Dance
5,ID_562,5,562,Đỗ Thị Cường,Hoa Xa (966),Lo-fi
5,ID_392,3,392,Hoàng Đức Tuấn,Nắng Rơi (813),Bolero
5,ID_589,3,589,Hồ Quang Nam,Nắng Nhớ (377),Lo-fi
5,ID_442,3,442,Phan Khánh Hương,Biển Vui (782),Dance
5,ID_166,3,166,Phan Khánh Huy,Nắng Sầu (369),Dance
5,ID_50,5,50,Nguyễn Tuấn Nam,Trăng Xa (512),Pop
5,ID_226,5,226,Lý Anh Hà,Tình Nhớ (702),Jazz
5,ID_290,4,290,Phan Xuân Quân,Kỷ Niệm Rơi (842),Jazz
5,ID_8,5,8,Hoàng Khánh Hà,Mưa Đau (232),Rock
5,ID_397,4,397,Lý Phương Tuấn,Trăng Mơ (623),Lo-fi
5,ID_486,4,486,Dương Xuân Hương,Kỷ Niệm Nhớ (186),Jazz
5,ID_7,5,7,Lý Anh Hương,Tình Sầu (162),Ballad
5,ID_56,5,56,Đặng Xuân Sơn,Đường Quên (510),Rock
5,ID_98,3,98,Đặng Ngọc Sơn,Lời Yêu Say (803),Indie
5,ID_575,4,575,Hoàng Đức Quân,Mây Buồn (343),Lo-fi
5,ID_25,4,25,Trần Thị Phúc,Hoa Thương (199),Lo-fi
5,ID_238,5,238,Dương Ngọc Đông,Biển Xa (843),Lo-fi
5,ID_223,5,223,Hồ Khánh Dũng,Mây Buồn (830),Indie
5,ID_47,5,47,Dương Tuấn Tâm,Phố Thương (528),Ballad
6,ID_579,4,579,Đỗ Tuấn Phúc,Lời Yêu Mơ (908),Ballad
6,ID_505,3,505,Trương Tuấn Lan,Trăng Say (394),R&B
6,ID_219,5,219,Dương Minh Trang,Phố Rơi (444),Ballad
6,ID_487,3,487,Vũ Minh Quân,Giấc Mơ Mơ (169),Lo-fi
6,ID_314,5,314,Lý Anh Sơn,Tình Xa (782),R&B
6,ID_8,4,8,Hoàng Khánh Hà,Mưa Đau (232),Rock
6,ID_251,4,251,Dương Quang Hà,Giấc Mơ Xa (316),Rock
6,ID_292,4,292,Phan Đức Dũng,Hoa Lặng (231),Dance
6,ID_149,3,149,Đỗ Thị Mai,Trăng Đau (344),Pop
6,ID_18,3,18,Trần Bảo Hà,Gió Đau (809),Ballad
6,ID_197,4,197,Đặng Bảo Mai,Tình Sầu (930),Indie
6,ID_352,5,352,Bùi Minh Tuấn,Biển Buồn (636),Lo-fi
6,ID_589,5,589,Hồ Quang Nam,Nắng Nhớ (377),Lo-fi
6,ID_144,3,144,Hoàng Phương Lan,Gió Rơi (247),Dance
6,ID_506,3,506,Nguyễn Quang Trang,Mưa Vui (196),Dance
6,ID_543,3,543,Phạm Hữu Quân,Lời Yêu Lạ (339),Rock
6,ID_496,5,496,Trần Tuấn Nam,Giấc Mơ Xa (338),Indie
6,ID_420,5,420,Đỗ Hữu Hà,Giấc Mơ Đau (742),Jazz
6,ID_503,5,503,Phan Hữu Đông,Lời Yêu Thương (329),Rock
6,ID_306,3,306,Ngô Minh Trang,Biển Xa (348),Lo-fi
6,ID_276,5,276,Phan Minh Dũng,Nắng Buồn (296),Ballad
6,ID_399,5,399,Dương Thị Nam,Mưa Quên (345),Indie
6,ID_177,5,177,Lý Anh Huy,Trăng Lặng (639),Rap
6,ID_308,4,308,Vũ Tuấn Huy,Trăng Say (270),Bolero
6,ID_116,4,116,Đặng Anh Quân,Gió Say (901),Jazz
6,ID_15,5,15,Đặng Quang Hương,Hoa Lạ (615),Ballad
6,ID_19,5,19,Phạm Xuân Sơn,Biển Say (651),Pop
6,ID_495,3,495,Ngô Tuấn Sơn,Lời Yêu Nhớ (787),Rap
6,ID_534,3,534,Lý Anh Phúc,Biển Lặng (722),Rock
6,ID_100,3,100,Hồ Bảo Tâm,Tình Xa (188),Ballad
6,ID_488,3,488,Đặng Anh Tâm,Trăng Rơi (429),Lo-fi
6,ID_376,3,376,Phạm Thị Nam,Phố Vui (887),Jazz
6,ID_118,3,118,Trương Xuân Dũng,Trăng Đau (709),R&B
6,ID_258,3,258,Đỗ Minh Trang,Biển Nhớ (144),R&B
6,ID_461,3,461,Dương Minh Dũng,Hoa Say (500),Rap
6,ID_328,3,328,Bùi Tuấn Hạnh,Hoa Buồn (697),Rock
6,ID_553,3,553,Trương Quang Hương,Mưa Lặng (241),R&B
6,ID_509,5,509,Đặng Minh Tuấn,Kỷ Niệm Rơi (490),Bolero
6,ID_167,3,167,Bùi Bảo Hà,Phố Đau (237),Bolero
6,ID_162,3,162,Dương Xuân Quân,Phố Buồn (708),Dance
7,ID_73,5,73,Trần Hữu Cường,Lời Yêu Say (118),R&B
7,ID_390,4,390,Trần Văn Linh,Mưa Rơi (252),Jazz
7,ID_155,5,155,Hồ Thị Mai,Tình Nhớ (952),Indie
7,ID_456,5,456,Vũ Minh Trang,Biển Thương (625),Bolero
7,ID_33,5,33,Phạm Minh Quân,Phố Lặng (864),Bolero
7,ID_37,5,37,Lê Phương Quân,Mưa Lạ (181),Dance
7,ID_271,4,271,Hồ Thị Đông,Tình Nhớ (903),Ballad
7,ID_471,5,471,Dương Anh Hạnh,Phố Xa (181),Bolero
7,ID_499,4,499,Ngô Hữu Linh,Mây Quên (138),R&B
7,ID_347,5,347,Ngô Xuân Linh,Nắng Lạ (782),R&B
7,ID_476,3,476,Đặng Xuân Trang,Mưa Đau (919),Dance
7,ID_117,5,117,Lý Hữu Tâm,Mưa Say (151),Pop
7,ID_401,3,401,Dương Tuấn Trang,Lời Yêu Thương (194),Bolero
7,ID_357,3,357,Phan Thị Huy,Hoa Rơi (627),Lo-fi
7,ID_346,4,346,Bùi Thị Trang,Giấc Mơ Lạ (176),R&B
7,ID_38,4,38,Trương Anh Tâm,Biển Buồn (336),R&B
7,ID_254,4,254,Đỗ Quang Đông,Đường Đau (889),Bolero
7,ID_268,5,268,Lê Quang Tuấn,Hoa Nhớ (861),Dance
7,ID_88,3,88,Lý Văn Dũng,Tình Sầu (460),Ballad
7,ID_386,3,386,Hồ Quang Đông,Lời Yêu Quên (195),Dance
7,ID_104,4,104,Dương Hữu Quân,Nắng Buồn (613),Pop
7,ID_454,4,454,Dương Tuấn Lan,Mây Sầu (210),Ballad
7,ID_486,4,486,Dương Xuân Hương,Kỷ Niệm Nhớ (186),Jazz
7,ID_14,5,14,Lê Quang Sơn,Mưa Nhớ (338),Ballad
7,ID_103,4,103,Trương Bảo Tâm,Đường Lạ (854),Ballad
7,ID_305,5,305,Bùi Thị Đông,Phố Buồn (261),Indie
7,ID_111,4,111,Lê Xuân Quân,Nắng Đau (112),Rap
7,ID_355,5,355,Nguyễn Ngọc Quân,Mây Say (940),Pop
7,ID_531,3,531,Lê Minh Trang,Kỷ Niệm Đau (984),Lo-fi
7,ID_172,4,172,Trần Hữu Tâm,Lời Yêu Thương (431),Rock
7,ID_343,4,343,Dương Xuân Đông,Kỷ Niệm Quên (587),Lo-fi
7,ID_244,3,244,Dương Văn Hạnh,Lời Yêu Xa (528),R&B
7,ID_253,5,253,Vũ Xuân Tuấn,Tình Buồn (431),Dance
7,ID_80,4,80,Đỗ Đức Dũng,Tình Quên (801),Rock
7,ID_497,3,497,Trương Quang Phúc,Gió Rơi (627),Ballad
7,ID_374,5,374,Đặng Hữu Phúc,Đường Thương (607),Lo-fi
7,ID_577,3,577,Ngô Thị Tuấn,Phố Thương (617),Dance
7,ID_91,5,91,Vũ Tuấn Hạnh,Hoa Quên (887),Jazz
7,ID_555,3,555,Vũ Ngọc Phi,Tình Mơ (810),Pop
7,ID_562,3,562,Đỗ Thị Cường,Hoa Xa (966),Lo-fi
8,ID_251,3,251,Dương Quang Hà,Giấc Mơ Xa (316),Rock
8,ID_160,3,160,Lê Tuấn Sơn,Đường Rơi (900),Rock
8,ID_165,5,165,Ngô Thị Hạnh,Hoa Vui (592),Indie
8,ID_423,4,423,Phan Minh Đông,Lời Yêu Lặng (151),R&B
8,ID_84,5,84,Phạm Minh Linh,Trăng Đau (712),R&B
8,ID_202,3,202,Lý Tuấn Tuấn,Hoa Mơ (480),R&B
8,ID_389,5,389,Hồ Xuân Tuấn,Biển Rơi (761),Rock
8,ID_555,4,555,Vũ Ngọc Phi,Tình Mơ (810),Pop
8,ID_379,3,379,Hồ Hữu Linh,Trăng Say (298),Bolero
8,ID_583,4,583,Lý Thị Cường,Mây Vui (570),Rock
8,ID_341,4,341,Phan Hữu Đông,Gió Rơi (554),Bolero
8,ID_520,5,520,Đặng Tuấn Dũng,Đường Nhớ (330),Rock
8,ID_317,4,317,Lý Ngọc Đông,Mưa Rơi (859),R&B
8,ID_148,4,148,Hoàng Văn Tâm,Nắng Thương (628),Rap
8,ID_248,5,248,Đặng Bảo Trang,Mây Quên (470),Indie
8,ID_174,4,174,Đặng Hữu Cường,Hoa Nhớ (682),Rap
8,ID_404,4,404,Vũ Phương Hương,Lời Yêu Mơ (475),Pop
8,ID_422,5,422,Lê Ngọc Phúc,Gió Mơ (389),Dance
8,ID_196,3,196,Vũ Ngọc Hạnh,Mưa Xa (741),Rap
8,ID_11,5,11,Phan Văn Linh,Mây Đau (675),Lo-fi
8,ID_589,3,589,Hồ Quang Nam,Nắng Nhớ (377),Lo-fi
8,ID_67,4,67,Lý Đức Huy,Đường Đau (814),R&B
8,ID_332,5,332,Nguyễn Minh Mai,Đường Đau (214),Pop
8,ID_307,4,307,Trần Văn Quân,Gió Quên (200),Pop
8,ID_10,5,10,Lý Anh Nam,Trăng Vui (905),Lo-fi
8,ID_199,4,199,Đỗ Văn Phi,Kỷ Niệm Đau (166),Jazz
8,ID_188,5,188,Vũ Xuân Sơn,Giấc Mơ Lạ (784),Dance
8,ID_364,5,364,Lê Ngọc Hương,Mưa Rơi (414),R&B
8,ID_121,5,121,Lý Tuấn Trang,Lời Yêu Lặng (827),Lo-fi
8,ID_109,5,109,Trần Hữu Phi,Biển Say (558),R&B
8,ID_440,4,440,Vũ Hữu Cường,Mưa Thương (834),R&B
8,ID_334,4,334,Hoàng Bảo Phúc,Lời Yêu Quên (111),Pop
8,ID_480,5,480,Trương Quang Quân,Giấc Mơ Nhớ (267),Ballad
8,ID_325,4,325,Vũ Khánh Tuấn,Gió Rơi (497),Indie
8,ID_413,5,413,Trần Văn Sơn,Mây Lạ (845),Lo-fi
8,ID_284,3,284,Hoàng Khánh Quân,Nắng Thương (664),Rock
8,ID_310,5,310,Phạm Xuân Tuấn,Phố Lạ (393),Ballad
8,ID_529,3,529,Dương Khánh Dũng,Mưa Quên (514),Ballad
8,ID_145,3,145,Trương Khánh Hạnh,Mây Nhớ (697),Rap
8,ID_337,4,337,Trần Hữu Tuấn,Tình Buồn (676),Lo-fi
9,ID_22,4,22,Đỗ Văn Mai,Mây Sầu (330),Indie
9,ID_328,5,328,Bùi Tuấn Hạnh,Hoa Buồn (697),Rock
9,ID_221,5,221,Nguyễn Quang Mai,Hoa Nhớ (311),Ballad
9,ID_404,5,404,Vũ Phương Hương,Lời Yêu Mơ (475),Pop
9,ID_36,3,36,Lê Đức Huy,Phố Buồn (652),Dance
9,ID_473,3,473,Dương Quang Hương,Biển Say (591),Jazz
9,ID_467,4,467,Trần Anh Phúc,Nắng Thương (609),Pop
9,ID_276,4,276,Phan Minh Dũng,Nắng Buồn (296),Ballad
9,ID_215,3,215,Phạm Văn Đông,Biển Lạ (643),R&B
9,ID_327,3,327,Lý Thị Lan,Trăng Nhớ (150),R&B
9,ID_406,3,406,Đỗ Hữu Hà,Đường Mơ (363),Lo-fi
9,ID_507,3,507,Phan Văn Đông,Gió Quên (455),R&B
9,ID_385,5,385,Hồ Phương Trang,Mưa Mơ (150),Lo-fi
9,ID_76,4,76,Trương Khánh Cường,Phố Buồn (987),Jazz
9,ID_185,4,185,Vũ Phương Hạnh,Mây Buồn (603),Rap
9,ID_72,3,72,Trương Tuấn Sơn,Gió Rơi (843),Jazz
9,ID_212,5,212,Đỗ Khánh Tâm,Kỷ Niệm Rơi (310),Dance
9,ID_363,3,363,Bùi Anh Mai,Nắng Quên (562),Bolero
9,ID_469,4,469,Đặng Tuấn Trang,Gió Lạ (608),Rock
9,ID_170,3,170,Bùi Khánh Linh,Trăng Lạ (623),Lo-fi
9,ID_118,5,118,Trương Xuân Dũng,Trăng Đau (709),R&B
9,ID_294,5,294,Dương Xuân Trang,Tình Quên (736),Rap
9,ID_517,5,517,Lê Anh Hạnh,Phố Quên (179),Dance
9,ID_577,5,577,Ngô Thị Tuấn,Phố Thương (617),Dance
9,ID_452,5,452,Bùi Khánh Linh,Phố Rơi (139),Rock
9,ID_176,3,176,Đỗ Tuấn Hà,Kỷ Niệm Say (979),Rock
9,ID_590,4,590,Đặng Minh Huy,Kỷ Niệm Rơi (820),Dance
9,ID_226,3,226,Lý Anh Hà,Tình Nhớ (702),Jazz
9,ID_53,3,53,Đặng Phương Quân,Biển Xa (294),Bolero
9,ID_351,3,351,Dương Quang Tuấn,Phố Vui (471),Pop
9,ID_474,5,474,Đỗ Hữu Đông,Đường Nhớ (882),Rap
9,ID_196,4,196,Vũ Ngọc Hạnh,Mưa Xa (741),Rap
9,ID_541,3,541,Đặng Văn Linh,Mây Nhớ (406),Lo-fi
9,ID_9,3,9,Phạm Anh Phúc,Gió Đau (622),Jazz
9,ID_145,5,145,Trương Khánh Hạnh,Mây Nhớ (697),Rap
9,ID_594,4,594,Phạm Ngọc Quân,Trăng Nhớ (129),Rap
9,ID_81,4,81,Đặng Minh Sơn,Đường Rơi (426),Rap
9,ID_567,4,567,Hoàng Xuân Huy,Mây Xa (683),Rock
9,ID_553,3,553,Trương Quang Hương,Mưa Lặng (241),R&B
9,ID_393,4,393,Hồ Xuân Phi,Giấc Mơ Rơi (248),Dance
10,ID_394,3,394,Ngô Thị Phúc,Gió Nhớ (331),Bolero
10,ID_114,3,114,Hoàng Anh Mai,Hoa Sầu (837),Indie
